"Name","State","Notes","User","Tags","Created","Runtime","Sweep","architecture","batch_size","epochs","max_vocab_length","loss_function","optimizer","best_epoch","dense_units","dropout_rate","embed_dim","learning_rate","best_val_loss","f1","accuracy","precision","recall","loss","val_loss","val_accuracy","val_precision","val_recall"
"glamorous-sweep-175","finished","-","jacobh0830","","2021-07-13T04:11:24.000Z","513","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","6","64","0.8","200","0.0001","0.522296667098999","0.7602996254681649","0.7415215052748788","0.7789492558723328","0.7425221344819335","0.5380336046218872","0.5226719975471497","0.7276105284690857","0.7721613049507141","0.7178645730018616"
"light-sweep-140","finished","-","jacobh0830","","2021-07-12T23:23:16.000Z","464","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","7","64","0.4","100","0.0001","0.520906925201416","0.7434358047016275","0.7322362088814238","0.7891887741390563","0.7026971592657163","0.5316842794418335","0.5257420539855957","0.7293254733085632","0.7756782174110413","0.7163096070289612"
"fiery-sweep-21","finished","-","jacobh0830","","2021-07-11T23:34:42.000Z","611","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","6","8","0.4","200","0.01","0.6878440380096436","0.7114056420233463","0.5520788117840225","0.5520788117840225","1","0.6880084276199341","0.6878442764282227","0.5514481663703918","0.5514481663703918","1"
"grateful-sweep-36","finished","-","jacobh0830","","2021-07-12T02:10:22.000Z","636","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","3","8","0.6","200","0.01","0.6878440380096436","0.7114056420233463","0.5520788117840225","0.5520788117840225","1","0.6880189776420593","0.687947690486908","0.5514481663703918","0.5514481663703918","1"
"distinctive-sweep-26","finished","-","jacobh0830","","2021-07-12T00:26:46.000Z","644","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","6","8","0.4","300","0.01","0.6878451108932495","0.7114056420233463","0.5520788117840225","0.5520788117840225","1","0.6880518794059753","0.6881772875785828","0.5514481663703918","0.5514481663703918","1"
"golden-sweep-41","finished","-","jacobh0830","","2021-07-12T03:04:40.000Z","668","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","3","8","0.6","300","0.01","0.6878439784049988","0.7114056420233463","0.5520788117840225","0.5520788117840225","1","0.6880646347999573","0.6878902912139893","0.5514481663703918","0.5514481663703918","1"
"upbeat-sweep-16","finished","-","jacobh0830","","2021-07-11T22:44:19.000Z","599","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","3","8","0.4","100","0.01","0.6878505349159241","0.7114056420233463","0.5520788117840225","0.5520788117840225","1","0.6880245208740234","0.6878867745399475","0.5514481663703918","0.5514481663703918","1"
"fine-sweep-47","finished","-","jacobh0830","","2021-07-12T04:11:30.000Z","615","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","3","8","0.8","100","0.0031622776601683794","0.6878455281257629","0.7114056420233463","0.5520788117840225","0.5520788117840225","1","0.6879034042358398","0.6878544688224792","0.5514481663703918","0.5514481663703918","1"
"laced-sweep-171","finished","-","jacobh0830","","2021-07-13T03:37:48.000Z","496","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","1","64","0.8","200","0.01","0.6870781779289246","0.7114056420233463","0.5520788117840225","0.5520788117840225","1","0.6885776519775391","0.6879152655601501","0.5514481663703918","0.5514481663703918","1"
"colorful-sweep-1","finished","-","jacobh0830","","2021-07-11T20:13:04.000Z","555","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","3","8","0.2","100","0.01","0.6878458857536316","0.7114056420233463","0.5520788117840225","0.5520788117840225","1","0.6880195736885071","0.6878546476364136","0.5514481663703918","0.5514481663703918","1"
"ruby-sweep-91","finished","-","jacobh0830","","2021-07-12T16:54:19.000Z","440","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","6","32","0.6","100","0.01","0.6878533363342285","0.7114056420233463","0.5520788117840225","0.5520788117840225","1","0.688060462474823","0.6878932118415833","0.5514481663703918","0.5514481663703918","1"
"worldly-sweep-111","finished","-","jacobh0830","","2021-07-12T19:29:18.000Z","473","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","3","32","0.8","200","0.01","0.6878450512886047","0.7114056420233463","0.5520788117840225","0.5520788117840225","1","0.6884865760803223","0.6879923939704895","0.5514481663703918","0.5514481663703918","1"
"pretty-sweep-51","finished","-","jacobh0830","","2021-07-12T04:53:25.000Z","668","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","8","8","0.8","200","0.01","0.6878440976142883","0.7114056420233463","0.5520788117840225","0.5520788117840225","1","0.6880515217781067","0.6878440976142883","0.5514481663703918","0.5514481663703918","1"
"curious-sweep-166","finished","-","jacobh0830","","2021-07-13T02:58:16.000Z","515","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","1","64","0.8","100","0.01","0.6878027319908142","0.7114056420233463","0.5520788117840225","0.5520788117840225","1","0.6881617307662964","0.6878833770751953","0.5514481663703918","0.5514481663703918","1"
"mild-sweep-46","finished","-","jacobh0830","","2021-07-12T04:01:13.000Z","612","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","3","8","0.8","100","0.01","0.6878650188446045","0.7114056420233463","0.5520788117840225","0.5520788117840225","1","0.6880999207496643","0.6878873705863953","0.5514481663703918","0.5514481663703918","1"
"decent-sweep-11","finished","-","jacobh0830","","2021-07-11T21:50:37.000Z","644","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","8","8","0.2","300","0.01","0.6878554821014404","0.7114056420233463","0.5520788117840225","0.5520788117840225","1","0.6880369186401367","0.6878554821014404","0.5514481663703918","0.5514481663703918","1"
"tough-sweep-52","finished","-","jacobh0830","","2021-07-12T05:04:48.000Z","652","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","3","8","0.8","200","0.0031622776601683794","0.6878439784049988","0.7114056420233463","0.5520788117840225","0.5520788117840225","1","0.6879602074623108","0.6878471374511719","0.5514481663703918","0.5514481663703918","1"
"colorful-sweep-31","finished","-","jacobh0830","","2021-07-12T01:19:44.000Z","593","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","8","8","0.6","100","0.01","0.6878501772880554","0.7114056420233463","0.5520788117840225","0.5520788117840225","1","0.688011884689331","0.6878501772880554","0.5514481663703918","0.5514481663703918","1"
"northern-sweep-96","finished","-","jacobh0830","","2021-07-12T17:31:08.000Z","471","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","1","32","0.6","200","0.01","0.6878603100776672","0.7114056420233463","0.5520788117840225","0.5520788117840225","1","0.6880228519439697","0.6878746151924133","0.5514481663703918","0.5514481663703918","1"
"silvery-sweep-37","finished","-","jacobh0830","","2021-07-12T02:20:59.000Z","654","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","8","8","0.6","200","0.0031622776601683794","0.6878453493118286","0.7114056420233463","0.5520788117840225","0.5520788117840225","1","0.6879396438598633","0.6878453493118286","0.5514481663703918","0.5514481663703918","1"
"absurd-sweep-17","finished","-","jacobh0830","","2021-07-11T22:54:20.000Z","619","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","3","8","0.4","100","0.0031622776601683794","0.687844455242157","0.7114056420233463","0.5520788117840225","0.5520788117840225","1","0.687947154045105","0.6878461837768555","0.5514481663703918","0.5514481663703918","1"
"absurd-sweep-106","finished","-","jacobh0830","","2021-07-12T18:52:13.000Z","445","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","1","32","0.8","100","0.01","0.6878445148468018","0.7114056420233463","0.5520788117840225","0.5520788117840225","1","0.6881731748580933","0.687915027141571","0.5514481663703918","0.5514481663703918","1"
"proud-sweep-56","finished","-","jacobh0830","","2021-07-12T05:47:48.000Z","670","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","3","8","0.8","300","0.01","0.6878485083580017","0.7114056420233463","0.5520788117840225","0.5520788117840225","1","0.6880630254745483","0.6878792643547058","0.5514481663703918","0.5514481663703918","1"
"breezy-sweep-231","crashed","-","jacobh0830","","2021-07-13T12:14:20.000Z","418","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","0","128","0.8","200","0.01","0.687635600566864","","0.5510433912277222","0.5510497093200684","0.9999714493751526","0.6880500316619873","0.6878697872161865","0.5514481663703918","0.5514481663703918","1"
"laced-sweep-87","crashed","-","jacobh0830","","2021-07-12T11:20:21.000Z","273","vvpkvg0a","LSTM","128","9","70000","binary_crossentropy","adam","4","32","0.4","300","0.0031622776601683794","0.4785719215869904","","0.764345645904541","0.7598204016685486","0.8384571075439453","0.48504525423049927","0.4785719215869904","0.7612423896789551","0.7726819515228271","0.8033863306045532"
